indicator,country_code,country,year,value_f,note_f,value_m,note_m
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2003,2,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2004,3,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2005,0,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2006,3,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2007,2,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2008,0,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2009,4,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2010,6,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2011,4,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2012,1,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2013,0,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2014,4,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2015,5,,,
"Complications of pregnancy, childbirth and the puerperium",GRC,Greece,2016,6,,,
Certain conditions originating in the perinatal period,GRC,Greece,2000,129,,148,
Certain conditions originating in the perinatal period,GRC,Greece,2001,92,,145,
Certain conditions originating in the perinatal period,GRC,Greece,2002,112,,139,
Certain conditions originating in the perinatal period,GRC,Greece,2003,97,,109,
Certain conditions originating in the perinatal period,GRC,Greece,2004,88,,107,
Certain conditions originating in the perinatal period,GRC,Greece,2005,86,,111,
Certain conditions originating in the perinatal period,GRC,Greece,2006,90,,104,
Certain conditions originating in the perinatal period,GRC,Greece,2007,80,,96,
Certain conditions originating in the perinatal period,GRC,Greece,2008,61,,98,
Certain conditions originating in the perinatal period,GRC,Greece,2009,83,,89,
Certain conditions originating in the perinatal period,GRC,Greece,2010,87,,98,
Certain conditions originating in the perinatal period,GRC,Greece,2011,56,,90,
Certain conditions originating in the perinatal period,GRC,Greece,2012,52,,75,
Certain conditions originating in the perinatal period,GRC,Greece,2013,65,,93,
Certain conditions originating in the perinatal period,GRC,Greece,2014,78,,112,
Certain conditions originating in the perinatal period,GRC,Greece,2015,93,,102,
Certain conditions originating in the perinatal period,GRC,Greece,2016,72,,147,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2000,100,,147,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2001,122,,143,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2002,100,,154,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2003,86,,137,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2004,107,,133,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2005,103,,94,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2006,106,,102,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2007,95,,127,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2008,73,,90,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2009,93,,121,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2010,122,,134,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2011,108,,131,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2012,93,,129,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2013,81,,114,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2014,73,,82,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2015,74,,108,
Congenital malformations and chromosomal abnormalities,GRC,Greece,2016,109,,129,
"Symptoms, signs, ill-defined causes",GRC,Greece,2000,4516,,3918,
"Symptoms, signs, ill-defined causes",GRC,Greece,2001,3878,,3383,
"Symptoms, signs, ill-defined causes",GRC,Greece,2002,4333,,3601,
"Symptoms, signs, ill-defined causes",GRC,Greece,2003,4740,,3732,
"Symptoms, signs, ill-defined causes",GRC,Greece,2004,4768,,3765,
"Symptoms, signs, ill-defined causes",GRC,Greece,2005,4866,,3785,
"Symptoms, signs, ill-defined causes",GRC,Greece,2006,4160,,3225,
"Symptoms, signs, ill-defined causes",GRC,Greece,2007,4878,,3646,
"Symptoms, signs, ill-defined causes",GRC,Greece,2008,4245,,3207,
"Symptoms, signs, ill-defined causes",GRC,Greece,2009,4699,,3462,
"Symptoms, signs, ill-defined causes",GRC,Greece,2010,5928,,4486,
"Symptoms, signs, ill-defined causes",GRC,Greece,2011,6874,,5313,
"Symptoms, signs, ill-defined causes",GRC,Greece,2012,7575,,5594,
"Symptoms, signs, ill-defined causes",GRC,Greece,2013,6424,,4555,
"Symptoms, signs, ill-defined causes",GRC,Greece,2014,4332,,2777,
"Symptoms, signs, ill-defined causes",GRC,Greece,2015,4850,,2916,
"Symptoms, signs, ill-defined causes",GRC,Greece,2016,4625,,2936,
External causes of mortality,GRC,Greece,2000,1116,,3380,
External causes of mortality,GRC,Greece,2001,1055,,3345,
External causes of mortality,GRC,Greece,2002,959,,3034,
External causes of mortality,GRC,Greece,2003,921,,3120,
External causes of mortality,GRC,Greece,2004,980,,3167,
External causes of mortality,GRC,Greece,2005,996,,3248,
External causes of mortality,GRC,Greece,2006,818,,3063,
External causes of mortality,GRC,Greece,2007,937,,3206,
External causes of mortality,GRC,Greece,2008,837,,3012,
External causes of mortality,GRC,Greece,2009,850,,3018,
External causes of mortality,GRC,Greece,2010,763,,2791,
External causes of mortality,GRC,Greece,2011,804,,2656,
External causes of mortality,GRC,Greece,2012,807,,2659,
External causes of mortality,GRC,Greece,2013,924,,2549,
External causes of mortality,GRC,Greece,2014,968,,2586,
External causes of mortality,GRC,Greece,2015,1342,,2905,
External causes of mortality,GRC,Greece,2016,1337,,2885,
Transport Accidents,GRC,Greece,2000,522,,1766,
Transport Accidents,GRC,Greece,2001,471,,1564,
Transport Accidents,GRC,Greece,2002,424,,1441,
Transport Accidents,GRC,Greece,2003,350,,1444,
Transport Accidents,GRC,Greece,2004,450,,1534,
Transport Accidents,GRC,Greece,2005,457,,1514,
Transport Accidents,GRC,Greece,2006,341,,1461,
Transport Accidents,GRC,Greece,2007,381,,1412,
Transport Accidents,GRC,Greece,2008,339,,1383,
Transport Accidents,GRC,Greece,2009,314,,1333,
Transport Accidents,GRC,Greece,2010,287,,1143,
Transport Accidents,GRC,Greece,2011,279,,1060,
Transport Accidents,GRC,Greece,2012,217,,974,
Transport Accidents,GRC,Greece,2013,248,,848,
Transport Accidents,GRC,Greece,2014,203,,822,
Transport Accidents,GRC,Greece,2015,322,,935,
Transport Accidents,GRC,Greece,2016,276,,880,
Accidental falls,GRC,Greece,2000,186,,306,
Accidental falls,GRC,Greece,2001,193,,384,
Accidental falls,GRC,Greece,2002,159,,348,
Accidental falls,GRC,Greece,2003,148,,322,
Accidental falls,GRC,Greece,2004,158,,359,
Accidental falls,GRC,Greece,2005,171,,352,
Accidental falls,GRC,Greece,2006,156,,333,
Accidental falls,GRC,Greece,2007,159,,406,
Accidental falls,GRC,Greece,2008,151,,385,
Accidental falls,GRC,Greece,2009,154,,376,
Accidental falls,GRC,Greece,2010,137,,301,
Accidental falls,GRC,Greece,2011,139,,245,
Accidental falls,GRC,Greece,2012,142,,276,
Accidental falls,GRC,Greece,2013,158,,323,
Accidental falls,GRC,Greece,2014,175,,246,
Accidental falls,GRC,Greece,2015,272,,312,
Accidental falls,GRC,Greece,2016,328,,330,
Intentional self-harm,GRC,Greece,2000,84,,298,
Intentional self-harm,GRC,Greece,2001,48,,286,
Intentional self-harm,GRC,Greece,2002,66,,257,
Intentional self-harm,GRC,Greece,2003,69,,306,
Intentional self-harm,GRC,Greece,2004,68,,285,
Intentional self-harm,GRC,Greece,2005,79,,321,
Intentional self-harm,GRC,Greece,2006,68,,326,
Intentional self-harm,GRC,Greece,2007,60,,268,
Intentional self-harm,GRC,Greece,2008,65,,308,
Intentional self-harm,GRC,Greece,2009,58,,333,
Intentional self-harm,GRC,Greece,2010,41,,336,
Intentional self-harm,GRC,Greece,2011,84,,393,
Intentional self-harm,GRC,Greece,2012,91,,417,
Intentional self-harm,GRC,Greece,2013,108,,425,
Intentional self-harm,GRC,Greece,2014,115,,450,
Intentional self-harm,GRC,Greece,2015,107,,422,
Intentional self-harm,GRC,Greece,2016,81,,404,
Assault,GRC,Greece,2000,40,,85,
Assault,GRC,Greece,2001,31,,84,
Assault,GRC,Greece,2002,21,,63,
Assault,GRC,Greece,2003,33,,89,
Assault,GRC,Greece,2004,27,,74,
Assault,GRC,Greece,2005,40,,79,
Assault,GRC,Greece,2006,19,,76,
Assault,GRC,Greece,2007,29,,101,
Assault,GRC,Greece,2008,37,,113,
Assault,GRC,Greece,2009,46,,121,
Assault,GRC,Greece,2010,33,,132,
Assault,GRC,Greece,2011,34,,152,
Assault,GRC,Greece,2012,37,,136,
Assault,GRC,Greece,2013,50,,108,
Assault,GRC,Greece,2014,30,,91,
Assault,GRC,Greece,2015,31,,68,
Assault,GRC,Greece,2016,23,,64,
Tuberculosis,GRC,Greece,2000,21,,62,
Tuberculosis,GRC,Greece,2001,35,,70,
Tuberculosis,GRC,Greece,2002,25,,61,
Tuberculosis,GRC,Greece,2003,26,,81,
Tuberculosis,GRC,Greece,2004,20,,55,
Tuberculosis,GRC,Greece,2005,38,,52,
Tuberculosis,GRC,Greece,2006,23,,58,
Tuberculosis,GRC,Greece,2007,30,,66,
Tuberculosis,GRC,Greece,2008,23,,57,
Tuberculosis,GRC,Greece,2009,18,,69,
Tuberculosis,GRC,Greece,2010,21,,50,
Tuberculosis,GRC,Greece,2011,26,,41,
Tuberculosis,GRC,Greece,2012,33,,67,
Tuberculosis,GRC,Greece,2013,21,,49,
Tuberculosis,GRC,Greece,2014,16,,36,
Tuberculosis,GRC,Greece,2015,17,,25,
Tuberculosis,GRC,Greece,2016,13,,32,
Neoplasms,GRC,Greece,2000,9103,,14672,
Neoplasms,GRC,Greece,2001,9431,,14977,
Neoplasms,GRC,Greece,2002,9594,,14792,
Neoplasms,GRC,Greece,2003,9518,,15281,
Neoplasms,GRC,Greece,2004,9800,,15648,
Neoplasms,GRC,Greece,2005,9898,,15998,
Neoplasms,GRC,Greece,2006,9948,,15723,
Neoplasms,GRC,Greece,2007,10468,,16403,
Neoplasms,GRC,Greece,2008,10696,,16690,
Neoplasms,GRC,Greece,2009,10523,,16822,
Neoplasms,GRC,Greece,2010,10759,,16418,
Neoplasms,GRC,Greece,2011,10631,,16726,
Neoplasms,GRC,Greece,2012,10901,,17300,
Neoplasms,GRC,Greece,2013,11305,,17552,
Neoplasms,GRC,Greece,2014,11475,,18036,
Neoplasms,GRC,Greece,2015,11814,,18438,
Neoplasms,GRC,Greece,2016,12289,,18387,
Malignant neoplasms of stomach,GRC,Greece,2000,497,,836,
Malignant neoplasms of stomach,GRC,Greece,2001,533,,890,
Malignant neoplasms of stomach,GRC,Greece,2002,546,,822,
Malignant neoplasms of stomach,GRC,Greece,2003,509,,856,
Malignant neoplasms of stomach,GRC,Greece,2004,503,,822,
Malignant neoplasms of stomach,GRC,Greece,2005,500,,782,
Malignant neoplasms of stomach,GRC,Greece,2006,496,,825,
Malignant neoplasms of stomach,GRC,Greece,2007,530,,826,
Malignant neoplasms of stomach,GRC,Greece,2008,503,,830,
Malignant neoplasms of stomach,GRC,Greece,2009,462,,842,
Malignant neoplasms of stomach,GRC,Greece,2010,492,,767,
Malignant neoplasms of stomach,GRC,Greece,2011,522,,767,
Malignant neoplasms of stomach,GRC,Greece,2012,483,,835,
Malignant neoplasms of stomach,GRC,Greece,2013,554,,821,
Malignant neoplasms of stomach,GRC,Greece,2014,497,,803,
Malignant neoplasms of stomach,GRC,Greece,2015,515,,842,
Malignant neoplasms of stomach,GRC,Greece,2016,512,,832,
Malignant neoplasms of pancreas,GRC,Greece,2000,510,,629,
Malignant neoplasms of pancreas,GRC,Greece,2001,530,,639,
